,rating,genre,star,budget,runtime,star_net_worth
24108,R,Action,Jackie Chan,5000000.0,91.0,400000000.0
24358,R,Crime,Kurt Russell,7000000.0,103.0,100000000.0
24385,R,Comedy,Sheila E.,3000000.0,97.0,
24534,G,Animation,Georgia Engel,2000000.0,77.0,8000000.0
24560,R,Drama,Gene Hackman,8000000.0,111.0,80000000.0
24836,R,Drama,Ryan O'Neal,7000000.0,96.0,15000000.0
25102,PG,Drama,Mario Van Peebles,2000000.0,92.0,12000000.0
25468,R,Action,Jean-Claude Van Damme,35000000.0,111.0,40000000.0
25637,PG,Action,Tom Cruise,15000000.0,110.0,600000000.0
25672,R,Action,Sigourney Weaver,18500000.0,137.0,60000000.0
25699,R,Adventure,Wil Wheaton,8000000.0,89.0,500000.0
25750,PG-13,Comedy,Matthew Broderick,6000000.0,103.0,200000000.0
25758,PG-13,Action,Paul Hogan,8800000.0,97.0,20000000.0
25766,PG,Adventure,David Bowie,25000000.0,101.0,230000000.0
25863,R,Action,Christopher Lambert,16000000.0,116.0,5000000.0
25894,PG-13,Action,Kurt Russell,25000000.0,99.0,100000000.0
25919,PG-13,Comedy,Molly Ringwald,9000000.0,97.0,11000000.0
25939,R,Drama,Charlie Sheen,6000000.0,120.0,10000000.0
25956,R,Drama,Isabella Rossellini,6000000.0,120.0,65000000.0
25969,R,Crime,William Petersen,15000000.0,120.0,35000000.0
25986,PG,Action,Lea Thompson,37000000.0,110.0,14000000.0
25994,R,Drama,Jeff Goldblum,15000000.0,96.0,40000000.0
26038,PG-13,Comedy,Rick Moranis,25000000.0,94.0,10000000.0
26057,PG,Adventure,Harrison Ford,25000000.0,117.0,300000000.0
26083,R,Crime,Crispin Glover,1900000.0,99.0,3500000.0
26102,R,Drama,Mickey Rourke,17000000.0,117.0,10000000.0
26112,PG-13,Action,Eddie Murphy,25000000.0,94.0,200000000.0
26128,PG,Action,William Shatner,25000000.0,119.0,100000000.0
26137,PG,Comedy,Ally Sheedy,15000000.0,98.0,6000000.0
26195,R,Action,Chuck Norris,12000000.0,125.0,70000000.0
26223,PG-13,Action,Charlie Sheen,2700000.0,93.0,10000000.0
26255,R,Drama,Paul Newman,13800000.0,119.0,80000000.0
26264,PG,Drama,Gene Hackman,6000000.0,114.0,80000000.0
26272,R,Drama,Clint Eastwood,15000000.0,130.0,375000000.0
26280,PG,Adventure,Joey Cramer,9000000.0,90.0,200000.0
26290,R,Action,Sylvester Stallone,25000000.0,87.0,400000000.0
26351,PG-13,Comedy,Kathleen Turner,18000000.0,103.0,20000000.0
26359,PG,Adventure,Robert De Niro,24500000.0,125.0,500000000.0
26671,PG,Comedy,Steve Martin,25000000.0,104.0,140000000.0
26679,R,Action,Emilio Estevez,10000000.0,98.0,18000000.0
26687,PG-13,Comedy,Corey Haim,6000000.0,100.0,5000.0
26710,R,Horror,Thom Mathews,3000000.0,86.0,
26718,PG,Comedy,Tom Hanks,10000000.0,91.0,400000000.0
26730,PG-13,Comedy,Rodney Dangerfield,11000000.0,96.0,10000000.0
26776,R,Comedy,Rob Lowe,8500000.0,113.0,100000000.0
26810,PG-13,Comedy,Dee Wallace,2000000.0,86.0,500000.0
26818,Unrated,Comedy,Dennis Hopper,4700000.0,101.0,40000000.0
26842,R,Horror,Jeffrey Combs,4500000.0,85.0,
26877,R,Biography,Gary Oldman,4000000.0,112.0,40000000.0
26885,Unrated,Biography,Michael Rooker,111000.0,83.0,8000000.0
26940,R,Comedy,Jason Lively,5000000.0,88.0,2000000.0
27148,R,Action,Rutger Hauer,6000000.0,97.0,16000000.0
27212,PG,Adventure,Kate Capshaw,18000000.0,107.0,100000000.0
27222,R,Action,Arnold Schwarzenegger,8500000.0,106.0,400000000.0
27261,PG-13,Comedy,Mia Farrow,6400000.0,107.0,60000000.0
27269,G,Animation,Vincent Price,14000000.0,74.0,5000000.0
27279,R,Comedy,Bette Midler,13000000.0,93.0,250000000.0
27297,PG-13,Comedy,Michael Moriarty,1100000.0,82.0,
27331,R,Crime,Sean Penn,6500000.0,111.0,70000000.0
27352,R,Comedy,Jeff Daniels,7000000.0,114.0,45000000.0
27375,R,Comedy,Meryl Streep,20000000.0,108.0,160000000.0
28278,R,Adventure,Daryl Hannah,15000000.0,98.0,20000000.0
28286,R,Comedy,Tracy Camilla Johns,175000.0,84.0,
28374,R,Action,Jeff Bridges,18000000.0,115.0,100000000.0
28416,R,Comedy,Tom Waits,1100000.0,107.0,25000000.0
28606,PG,Action,Richard Chamberlain,13000000.0,99.0,20000000.0
28632,R,Drama,William Hurt,10500000.0,119.0,18000000.0
28652,PG,Horror,Karen Black,12000000.0,100.0,10000000.0
28706,R,Comedy,Nick Nolte,14000000.0,103.0,75000000.0
28724,R,Horror,Deborah Foreman,5000000.0,89.0,
28752,R,Comedy,Dennis Quaid,8500000.0,102.0,30000000.0
28780,PG-13,Action,Walter Matthau,40000000.0,121.0,10000000.0
28825,R,Crime,Richard Gere,14000000.0,106.0,120000000.0
28872,PG-13,Biography,Helena Bonham Carter,8500000.0,136.0,60000000.0
28880,PG-13,Comedy,Robin Williams,15000000.0,96.0,50000000.0
28911,PG-13,Action,John Candy,12000000.0,88.0,15000000.0
28932,R,Action,Bryan Brown,10000000.0,109.0,10000000.0
28941,PG-13,Action,Brian Kerwin,10000000.0,105.0,
28951,R,Comedy,Danny DeVito,13000000.0,100.0,80000000.0
28965,PG-13,Action,Richard Jordan,25000000.0,94.0,
28974,PG-13,Sci-Fi,John Lithgow,18000000.0,117.0,45000000.0
29155,PG-13,Comedy,Michael Keaton,18000000.0,111.0,40000000.0
29229,R,Action,Charles Bronson,6000000.0,100.0,65000000.0
29386,R,Action,Stephen Lang,8700000.0,109.0,5000000.0
29394,R,Comedy,Chris Makepeace,3300000.0,93.0,200000.0
29557,PG,Comedy,Gene Wilder,13000000.0,82.0,20000000.0
29704,PG,Comedy,Burt Lancaster,10000000.0,104.0,60000000.0
29749,PG-13,Comedy,Robin Williams,12000000.0,104.0,50000000.0
29796,PG,Action,Chuck Norris,8000000.0,105.0,70000000.0
29831,R,Horror,Todd Allen,2000000.0,98.0,
29861,PG,Comedy,Robert Redford,40000000.0,116.0,200000000.0
29936,R,Biography,Richard Pryor,14000000.0,97.0,40000000.0
29981,R,Crime,Jane Fonda,15000000.0,103.0,200000000.0
30302,PG-13,Comedy,Diane Keaton,20000000.0,105.0,100000000.0
30415,R,Action,Michael Dudikoff,4000000.0,104.0,1500000.0
30423,R,Action,Burt Reynolds,17000000.0,101.0,3000000.0
30806,PG-13,Adventure,Sean Penn,17000000.0,97.0,70000000.0
30814,R,Drama,Richard Gere,16000000.0,111.0,120000000.0
31024,PG-13,Comedy,Blythe Danner,18000000.0,108.0,45000000.0
31051,PG-13,Drama,Sissy Spacek,10000000.0,88.0,15000000.0
31059,R,Adventure,Bryan Brown,25000000.0,127.0,10000000.0
31244,R,Action,Judd Nelson,10000000.0,83.0,4000000.0
31276,PG,Action,Scott McGinnis,18000000.0,105.0,
31561,R,Action,Mike Norris,3401376.0,95.0,3000000.0
31698,PG,Drama,Victor Love,2000000.0,111.0,
31900,PG,Adventure,Cary Elwes,16000000.0,98.0,8000000.0
31955,R,Drama,Matthew Modine,30000000.0,116.0,10000000.0
31963,R,Action,Arnold Schwarzenegger,15000000.0,107.0,400000000.0
31990,R,Action,Peter Weller,13000000.0,102.0,8000000.0
32066,PG-13,Drama,Patrick Swayze,6000000.0,100.0,40000000.0
32114,PG-13,Adventure,Elisabeth Shue,7000000.0,102.0,12500000.0
32147,R,Crime,Kevin Costner,25000000.0,119.0,250000000.0
32179,PG,Adventure,Mel Brooks,22700000.0,96.0,100000000.0
32187,PG-13,Comedy,Nicolas Cage,6000000.0,94.0,25000000.0
32204,R,Action,Mel Gibson,15000000.0,109.0,425000000.0
32222,R,Action,Adrian Pasdar,5000000.0,94.0,10000000.0
32234,PG,Comedy,Andrew McCarthy,6000000.0,90.0,12000000.0
32295,PG,Action,Dolph Lundgren,22000000.0,106.0,18000000.0
32314,R,Drama,Michael Douglas,14000000.0,119.0,350000000.0
32354,PG,Action,Christian Bale,35000000.0,153.0,120000000.0
32364,R,Action,Kevin Costner,15000000.0,114.0,250000000.0
32574,R,Comedy,Jack Nicholson,22000000.0,118.0,400000000.0
32612,R,Action,Arnold Schwarzenegger,27000000.0,101.0,400000000.0
32635,R,Crime,Debra Winger,10500000.0,102.0,8000000.0
32802,X,Horror,Mickey Rourke,17000000.0,113.0,10000000.0
32813,PG,Comedy,Cher,15000000.0,102.0,25000000.0
32844,R,Crime,Charlie Sheen,15000000.0,126.0,10000000.0
32882,R,Biography,Robin Williams,13000000.0,121.0,50000000.0
32890,R,Fantasy,Heather Langenkamp,4500000.0,96.0,1500000.0
32899,R,Comedy,Steve Martin,30000000.0,93.0,140000000.0
32938,PG,Comedy,Goldie Hawn,22000000.0,112.0,90000000.0
32990,R,Action,Eddie Murphy,28000000.0,100.0,200000000.0
33000,PG,Action,Christopher Reeve,17000000.0,90.0,3000000.0
33010,PG-13,Comedy,Michael J. Fox,12000000.0,111.0,65000000.0
33032,R,Comedy,Bruce Campbell,3600000.0,84.0,10000000.0
33076,PG,Action,Dennis Quaid,27000000.0,120.0,30000000.0
33086,PG,Action,Timothy Dalton,40000000.0,130.0,10000000.0
33095,PG,Action,Sylvester Stallone,25000000.0,93.0,400000000.0
33168,PG,Comedy,Tom Selleck,11000000.0,102.0,45000000.0
33182,PG-13,Biography,Lou Diamond Phillips,6500000.0,108.0,6000000.0
33199,PG-13,Action,Andre Gower,12000000.0,79.0,
33207,R,Horror,Donald Pleasence,3000000.0,102.0,10000000.0
33233,R,Comedy,William Hurt,20000000.0,133.0,18000000.0
33240,PG,Comedy,John Lithgow,10000000.0,110.0,45000000.0
33258,R,Fantasy,George Kennedy,3500000.0,92.0,5000000.0
33371,PG,Comedy,Hume Cronyn,25000000.0,106.0,
33381,PG,Comedy,Steve Martin,12000000.0,107.0,140000000.0
33424,PG-13,Comedy,Dan Aykroyd,20000000.0,106.0,200000000.0
33479,PG-13,Comedy,Danny DeVito,14000000.0,88.0,80000000.0
33497,PG,Comedy,Jason Bateman,3000000.0,95.0,30000000.0
33596,PG,Comedy,Jim Varney,3500000.0,92.0,12000000.0
33682,R,Horror,Kyle MacLachlan,5000000.0,97.0,3000000.0
33738,R,Crime,Steve Guttenberg,8300000.0,112.0,14000000.0
33755,R,Comedy,Mickey Rourke,3000000.0,100.0,10000000.0
33788,PG,Fantasy,Ally Sheedy,3000000.0,93.0,6000000.0
33849,PG-13,Comedy,Kim Basinger,18000000.0,95.0,20000000.0
34427,R,Crime,Charlie Sheen,8000000.0,106.0,10000000.0
34837,PG-13,Action,Warren Beatty,55000000.0,107.0,70000000.0
34845,R,Comedy,Ryan O'Neal,5000000.0,110.0,15000000.0
34948,PG,Adventure,Anthony Newley,1000000.0,100.0,
34956,PG,Comedy,Mia Farrow,16000000.0,88.0,60000000.0
34974,PG,Comedy,Matthew Broderick,18000000.0,108.0,200000000.0
35082,PG-13,Comedy,Casey Siemaszko,6000000.0,101.0,500000.0
35090,R,Action,David Paul,4000000.0,87.0,
35118,R,Crime,Martin Sheen,13000000.0,114.0,60000000.0
35148,R,Action,Charles Bronson,5000000.0,99.0,65000000.0
35175,PG,Biography,Denzel Washington,29000000.0,157.0,250000000.0
35250,PG-13,Action,Charles Bronson,5000000.0,88.0,65000000.0
35280,PG-13,Comedy,Molly Ringwald,15000000.0,81.0,11000000.0
35298,R,Crime,Tom Berenger,12800000.0,106.0,8000000.0
35319,R,Drama,Jack Nicholson,27000000.0,143.0,400000000.0
35327,PG,Comedy,Madonna,17000000.0,92.0,850000000.0
35346,R,Action,Nick Nolte,22000000.0,104.0,75000000.0
35356,PG-13,Drama,Chris Cooper,4000000.0,135.0,10000000.0
35364,R,Crime,Cher,14500000.0,121.0,25000000.0
35463,R,Thriller,Michael Caine,6000000.0,119.0,75000000.0
35496,PG-13,Comedy,Jon Cryer,7000000.0,98.0,70000000.0
35512,PG,Comedy,Timothy Hutton,13000000.0,103.0,12000000.0
35565,PG,Comedy,Michael E. Knight,8000000.0,105.0,5000000.0
35643,R,Comedy,Richard Pryor,14000000.0,97.0,40000000.0
35697,PG-13,Comedy,Dudley Moore,10500000.0,100.0,25000000.0
35756,R,Action,Patrick Swayze,3520000.0,100.0,40000000.0
35764,R,Comedy,Richard Dreyfuss,11000000.0,112.0,5000000.0
35813,R,Crime,Lane Smith,4000000.0,102.0,
35999,R,Crime,Christopher Reeve,5000000.0,97.0,3000000.0
36153,R,Action,Jim Belushi,11000000.0,109.0,50000000.0
36185,R,Action,Michael Dudikoff,350000.0,90.0,1500000.0
36251,R,Action,Mickey Rourke,6000000.0,107.0,10000000.0
36260,R,Crime,Tom Hulce,4500000.0,92.0,15000000.0
36270,R,Drama,Michael Biehn,7500000.0,97.0,8000000.0
36428,R,Action,Christopher Lambert,9000000.0,115.0,5000000.0
36438,R,Horror,Deborah Winters,2000000.0,87.0,
36500,PG,Action,Bill Cosby,24000000.0,85.0,400000000.0
36508,R,Crime,Sarah Miles,5300000.0,107.0,
36670,R,Comedy,Robert Townsend,100000.0,78.0,2000000.0
36733,R,Drama,Barbra Streisand,25000000.0,116.0,400000000.0
36891,R,Action,Burt Reynolds,10000000.0,92.0,3000000.0
36938,R,Action,Sy Richardson,1000000.0,86.0,
37285,PG-13,Action,Michael Keaton,19000000.0,101.0,40000000.0
37330,PG,Comedy,Jeff Bridges,12000000.0,83.0,100000000.0
37373,R,Comedy,Julie Walters,19897678.0,105.0,2000000.0
37471,PG-13,Comedy,Patrick Dempsey,7000000.0,98.0,80000000.0
37487,PG,Comedy,Sally Field,15000000.0,105.0,55000000.0
37655,PG,Drama,Elaine Stritch,10000000.0,83.0,20000000.0
37784,R,Drama,Eric Stoltz,4000000.0,91.0,5000000.0
37863,PG,Comedy,Eddie Deezen,10000000.0,95.0,500000.0
38750,R,Action,Bruce Willis,28000000.0,132.0,250000000.0
38765,R,Action,Robert De Niro,30000000.0,126.0,500000000.0
38799,PG,Comedy,Alec Baldwin,15000000.0,92.0,60000000.0
38819,PG,Comedy,Tom Hanks,18000000.0,104.0,400000000.0
38845,R,Drama,Dustin Hoffman,25000000.0,133.0,100000000.0
38853,PG-13,Crime,River Phoenix,7000000.0,116.0,5000000.0
38928,R,Action,Roddy Piper,4000000.0,94.0,4000000.0
38936,PG,Action,Val Kilmer,35000000.0,126.0,25000000.0
38977,PG,Action,Paul Hogan,14000000.0,108.0,20000000.0
38985,R,Comedy,Winona Ryder,3000000.0,103.0,18000000.0
39010,R,Comedy,Eddie Murphy,39000000.0,117.0,200000000.0
39019,PG,Animation,Bob Hoskins,70000000.0,104.0,3000000.0
39029,R,Comedy,Annabeth Gish,6000000.0,104.0,4000000.0
39054,PG,Drama,Philippe Noiret,5000000.0,155.0,
39063,R,Crime,Gene Hackman,15000000.0,128.0,80000000.0
39071,R,Fantasy,Catherine Hicks,9000000.0,87.0,3000000.0
39363,PG,Comedy,Arnold Schwarzenegger,15000000.0,107.0,400000000.0
39483,PG,Comedy,Dan Aykroyd,24000000.0,91.0,200000000.0
39515,R,Comedy,Tom Cruise,20000000.0,104.0,600000000.0
39559,R,Action,Emilio Estevez,13000000.0,107.0,18000000.0
39598,R,Comedy,John Cleese,7500000.0,108.0,10000000.0
39606,R,Comedy,Melanie Griffith,28000000.0,113.0,40000000.0
39654,R,Action,Jean-Claude Van Damme,1100000.0,92.0,40000000.0
39670,R,Drama,Willem Dafoe,7000000.0,164.0,40000000.0
39678,R,Comedy,Michelle Pfeiffer,10000000.0,104.0,250000000.0
39695,G,Animation,Pat Hingle,12500000.0,69.0,
39715,R,Action,Sylvester Stallone,63000000.0,102.0,400000000.0
39727,R,Crime,Kelly McGillis,13000000.0,111.0,4000000.0
39765,R,Drama,Glenn Close,14000000.0,119.0,50000000.0
39829,PG,Comedy,Geena Davis,10000000.0,100.0,30000000.0
39838,PG,Comedy,Sonny Bono,2000000.0,92.0,4000000.0
39874,R,Drama,Jeremy Irons,13000000.0,116.0,16000000.0
39901,R,Comedy,Kevin Costner,7000000.0,108.0,250000000.0
39926,R,Drama,Daniel Day-Lewis,17000000.0,171.0,60000000.0
39934,R,Horror,Shawnee Smith,19000000.0,95.0,3000000.0
39959,G,Animation,Joey Lawrence,31000000.0,74.0,250000.0
39977,PG-13,Comedy,Bette Midler,20000000.0,123.0,250000000.0
40001,R,Action,Arnold Schwarzenegger,29000000.0,104.0,400000000.0
40025,R,Horror,Robert Englund,13000000.0,93.0,16000000.0
40044,PG,Adventure,John Neville,46630000.0,126.0,
40058,R,Horror,Donald Pleasence,5000000.0,88.0,10000000.0
40068,PG-13,Comedy,Cassandra Peterson,7500000.0,96.0,
40077,PG,Adventure,Christine Ebersole,13000000.0,99.0,
40085,R,Action,Steven Seagal,7500000.0,99.0,16000000.0
40097,PG-13,Comedy,Bill Murray,32000000.0,101.0,180000000.0
40108,R,Action,Clint Eastwood,31000000.0,91.0,375000000.0
40127,R,Action,Keenen Ivory Wayans,3000000.0,88.0,65000000.0
40135,R,Fantasy,Lance Henriksen,3500000.0,86.0,26000000.0
40157,PG-13,Comedy,Corey Haim,8000000.0,88.0,5000.0
40170,R,Horror,Doug Bradley,3000000.0,97.0,5000000.0
40178,R,Crime,Harrison Ford,20000000.0,120.0,300000000.0
40215,R,Action,Sean Penn,6000000.0,120.0,70000000.0
40362,PG-13,Comedy,Dan Aykroyd,20000000.0,105.0,200000000.0
40372,PG-13,Biography,Meryl Streep,15000000.0,120.0,160000000.0
40389,R,Comedy,Amanda Donohoe,2500000.0,93.0,
40397,PG-13,Comedy,Peter O'Toole,17000000.0,99.0,50000000.0
40413,R,Comedy,Nicolas Cage,2000000.0,103.0,25000000.0
40435,R,Comedy,James Karen,6200000.0,89.0,8000000.0
40442,G,Adventure,Tami Erin,5000000.0,100.0,1000000.0
40450,PG,Drama,John Cusack,6000000.0,119.0,50000000.0
40474,R,Action,Tom Atkins,1100000.0,85.0,500000.0
40493,R,Comedy,Carmen Maura,700000.0,88.0,
40500,PG-13,Comedy,Kevin Bacon,20000000.0,106.0,45000000.0
40517,R,Crime,Mel Gibson,23000000.0,115.0,425000000.0
40542,R,Comedy,Cathy Podewell,1200000.0,90.0,
40559,PG-13,Comedy,Matthew Broderick,20000000.0,106.0,200000000.0
40567,PG,Comedy,Phoebe Cates,5000000.0,98.0,35000000.0
40593,PG,Horror,Heather O'Rourke,10500000.0,98.0,
40601,R,Comedy,Zach Galligan,3000000.0,95.0,500000.0
40609,PG,Comedy,Chevy Chase,19000000.0,101.0,50000000.0
40632,R,Comedy,William Ragsdale,7500000.0,104.0,
40642,PG,Comedy,Jackie Mason,20000000.0,98.0,9000000.0
40652,R,Comedy,Laurence Fishburne,6500000.0,121.0,30000000.0
40695,R,Comedy,Anthony Michael Hall,22000000.0,91.0,8000000.0
40719,PG,Comedy,Fisher Stevens,15000000.0,110.0,8000000.0
40729,R,Fantasy,Bill Pullman,7000000.0,98.0,18000000.0
40826,R,Drama,Jason Beghe,7000000.0,113.0,9000000.0
40868,R,Drama,Rob Lowe,12000000.0,91.0,100000000.0
41149,R,Action,James Le Gros,3000000.0,97.0,
41156,PG,Biography,Jeff Bridges,23000000.0,110.0,100000000.0
41165,R,Action,Carl Weathers,7000000.0,96.0,6000000.0
41185,R,Drama,Michael J. Fox,25000000.0,107.0,65000000.0
41193,R,Action,Sidney Poitier,15000000.0,110.0,25000000.0
41233,R,Adventure,George Dzundza,8000000.0,111.0,2000000.0
41241,PG-13,Fantasy,Lukas Haas,4700000.0,113.0,12000000.0
41275,PG-13,Biography,Sigourney Weaver,22000000.0,129.0,60000000.0
41285,R,Action,James Caan,16000000.0,91.0,20000000.0
41316,R,Crime,Debra Winger,19000000.0,127.0,8000000.0
41507,R,Action,Anthony Edwards,3700000.0,87.0,40000000.0
41561,PG,Crime,Peter Ustinov,6000000.0,102.0,
41600,PG-13,Comedy,Scott Grimes,4500000.0,86.0,5000000.0
41608,R,Action,Treat Williams,5000000.0,86.0,10000000.0
41624,R,Drama,Eric Bogosian,4000000.0,110.0,6000000.0
41763,R,Comedy,Rubén Blades,22000000.0,117.0,10000000.0
41821,PG-13,Drama,Molly Ringwald,14000000.0,105.0,11000000.0
41847,R,Biography,Forest Whitaker,9000000.0,161.0,30000000.0
41942,R,Comedy,Sally Field,15000000.0,128.0,55000000.0
42149,PG,Drama,Sidney Poitier,15000000.0,98.0,25000000.0
42167,PG,Adventure,Cyndi Lauper,18000000.0,99.0,50000000.0
42253,R,Action,Dolph Lundgren,16000000.0,105.0,18000000.0
42293,PG,Drama,Burt Lancaster,3000000.0,99.0,60000000.0
42390,R,Drama,Robert Downey Jr.,7000000.0,95.0,
42421,PG-13,Comedy,Billy Crystal,12000000.0,105.0,60000000.0
42429,PG-13,Drama,Juliette Binoche,25000000.0,121.0,20000000.0
42468,R,Comedy,Dan Aykroyd,19000000.0,97.0,200000000.0
42493,R,Horror,Jennifer Rubin,4000000.0,80.0,
42523,PG,Drama,Gena Rowlands,10000000.0,81.0,
42558,R,Crime,Bruce Willis,16000000.0,102.0,250000000.0
42706,R,Crime,James Woods,3000000.0,110.0,10000000.0
42724,PG-13,Horror,Cliff De Young,6000000.0,91.0,
43390,PG,Comedy,Kathleen Turner,18000000.0,105.0,20000000.0
43434,PG,Comedy,Amy Irving,4000000.0,97.0,120000000.0
43518,R,Action,Peter Weller,6000000.0,97.0,8000000.0
43581,R,Drama,Jessica Lange,22000000.0,127.0,15000000.0
43590,PG-13,Comedy,David Keith,13000000.0,97.0,1500000.0
43841,R,Drama,Joanna Pacula,6000000.0,101.0,
44138,R,Drama,Tim Daly,6000000.0,99.0,10000000.0
44195,PG-13,Drama,Alan Boyce,8000000.0,91.0,
44219,PG,Comedy,Rob Lowe,13000000.0,102.0,100000000.0
44227,R,Drama,Theresa Russell,5000000.0,90.0,5000000.0
44241,PG,Comedy,Jim Varney,6000000.0,95.0,12000000.0
44268,PG-13,Comedy,Richard Dreyfuss,20000000.0,103.0,5000000.0
44276,R,Action,Willem Dafoe,12000000.0,102.0,40000000.0
44351,R,Comedy,John Cusack,3000000.0,93.0,50000000.0
44359,R,Drama,Hart Bochner,4000000.0,124.0,5000000.0
44367,R,Drama,Diane Keaton,14000000.0,103.0,100000000.0
44392,PG-13,Action,Harrison Ford,48000000.0,127.0,300000000.0
44402,R,Action,Patrick Swayze,17000000.0,114.0,40000000.0
44441,PG-13,Action,Michael Keaton,35000000.0,126.0,40000000.0
44487,PG,Adventure,Keanu Reeves,10000000.0,90.0,360000000.0
44505,PG,Comedy,Robin Williams,16400000.0,128.0,50000000.0
44514,G,Animation,Jodi Benson,40000000.0,83.0,5000000.0
44690,PG-13,Adventure,Ed Harris,70000000.0,140.0,8000000.0
44729,PG,Adventure,Michael J. Fox,40000000.0,108.0,65000000.0
44740,R,Comedy,Danny Aiello,6500000.0,120.0,6000000.0
44750,PG,Adventure,Rick Moranis,18000000.0,93.0,10000000.0
44760,PG,Comedy,Tom Hanks,13000000.0,97.0,400000000.0
44806,R,Drama,James Spader,1200000.0,100.0,20000000.0
44813,R,Comedy,Billy Crystal,16000000.0,95.0,60000000.0
44822,R,Comedy,Tom Berenger,11000000.0,107.0,8000000.0
44835,PG,Comedy,Shirley MacLaine,15000000.0,117.0,50000000.0
44859,R,Fantasy,Dale Midkiff,11500000.0,103.0,1000000.0
44895,PG,Comedy,John Candy,15000000.0,100.0,15000000.0
44923,PG,Action,Bill Murray,37000000.0,108.0,180000000.0
44939,R,Action,Sylvester Stallone,55000000.0,104.0,400000000.0
44948,R,Biography,Tom Cruise,14000000.0,145.0,600000000.0
44956,R,Biography,Matthew Broderick,18000000.0,122.0,200000000.0
45007,PG-13,Comedy,Steve Martin,20000000.0,124.0,140000000.0
45047,R,Action,Mel Gibson,28000000.0,114.0,425000000.0
45056,PG,Comedy,Tom Hanks,18000000.0,102.0,400000000.0
45064,PG-13,Action,Timothy Dalton,32000000.0,133.0,10000000.0
45099,R,Comedy,Eddie Murphy,30000000.0,116.0,200000000.0
45107,R,Action,Sylvester Stallone,24000000.0,109.0,400000000.0
45148,R,Action,Julian Sands,7000000.0,103.0,3000000.0
45178,R,Comedy,Richard Pryor,18000000.0,103.0,40000000.0
45188,R,Action,Michael J. Fox,22500000.0,113.0,65000000.0
45202,R,Action,Gene Hackman,18000000.0,108.0,80000000.0
45463,R,Comedy,Michael Douglas,26000000.0,116.0,350000000.0
45541,PG,Adventure,Fred Savage,6000000.0,100.0,14000000.0
45586,PG-13,Comedy,'Weird Al' Yankovic,5000000.0,97.0,
45594,PG-13,Comedy,John Travolta,7500000.0,93.0,250000000.0
45609,PG,Action,William Shatner,27800000.0,107.0,100000000.0
45616,G,Animation,Dom DeLuise,13800000.0,84.0,9000000.0
45628,R,Action,Jean-Claude Van Damme,500000.0,86.0,40000000.0
45636,PG,Drama,Richard Dreyfuss,31000000.0,122.0,5000000.0
45807,R,Adventure,Peter Weller,25000000.0,98.0,8000000.0
45919,PG-13,Action,Eric Roberts,5000000.0,97.0,8000000.0
45959,R,Horror,Nicole Kidman,10400000.0,96.0,250000000.0
45968,R,Action,Jean-Claude Van Damme,1500000.0,97.0,40000000.0
45976,R,Action,Michael Douglas,30000000.0,125.0,350000000.0
46009,PG,Adventure,Shelley Long,18000000.0,105.0,10000000.0
46021,PG,Drama,Morgan Freeman,7500000.0,99.0,250000000.0
46054,R,Crime,Matt Dillon,2500000.0,101.0,40000000.0
46064,R,Fantasy,Robert Englund,6000000.0,89.0,16000000.0
46105,R,Horror,Donald Pleasence,5000000.0,96.0,10000000.0
46115,R,Action,Greg Evigan,8000000.0,99.0,1000000.0
46123,R,Crime,Al Pacino,19000000.0,113.0,120000000.0
46155,R,Comedy,John Ritter,9000000.0,101.0,20000000.0
46396,PG-13,Action,Jim Belushi,17000000.0,101.0,50000000.0
46418,PG-13,Drama,Morgan Freeman,10000000.0,108.0,250000000.0
46436,PG-13,Action,Kenneth Branagh,9000000.0,137.0,60000000.0
46483,R,Adventure,Jensen Daggett,5000000.0,100.0,
46503,R,Drama,Colin Firth,33000000.0,137.0,25000000.0
